"","name","moas_curated","target"
"1667","cibenzoline","Sodium channel blocker",NA
"1668","lappaconite","Sodium channel blocker",NA
"1669","lidocaine","Sodium channel blocker","EGFR, SCN10A, SCN11A, SCN1A, SCN2A, SCN3A, SCN4A, SCN5A, SCN7A, SCN8A, SCN9A"
"1670","mephenytoin","Sodium channel blocker","SCN10A, SCN11A, SCN1A, SCN2A, SCN3A, SCN4A, SCN5A, SCN7A, SCN8A, SCN9A"
"1671","mepivacaine","Sodium channel blocker","SCN10A"
"1672","mexiletine","Sodium channel blocker","AHR, SCN4A, SCN5A"
"1673","oxcarbazepine","Sodium channel blocker","SCN10A, SCN11A, SCN1A, SCN2A, SCN3A, SCN4A, SCN5A, SCN7A, SCN8A, SCN9A"
"1674","quinidine","Sodium channel blocker","KCNA5, KCNA7, KCNH1, KCNH2, KCNH5, KCNK1, KCNK6, SCN5A, SLC29A4"
"1675","riluzole","Sodium channel blocker","KCNK10, KCNK2, KCNK4, KCNN4, SCN10A, SCN11A, SCN1A, SCN2A, SCN3A, SCN4A, SCN5A, SCN7A, SCN8A, SCN9A, SLC7A11"
"1676","triamterene","Sodium channel blocker","SCNN1A, SCNN1B, SCNN1D, SCNN1G"
"1677","cariporide","Sodium/hydrogen exchanger inhibitor","SLC9A1"
"1678","riociguat","Soluble guanylate cyclase positive allosteric modulator","GUCY1A2, GUCY1A3, GUCY1B2, GUCY1B3"
"1679","bumetanide","Solute carrier family member inhibitor","CFTR, GPR35, SLC12A1, SLC12A2, SLC12A4, SLC12A5"
"1680","SKI-II","Sphingosine kinase inhibitor","SPHK1"
"1681","MK-8245","Stearoyl-CoA desaturase inhibitor","SCD"
"1682","clocortolone-pivalate","Steroid","NR3C1, PLA2G1B"
"1683","digoxigenin","Steroid",NA
"1684","epiandrosterone","Steroid","G6PD"
"1685","abiraterone","Steroid 5-alpha-reductase inhibitor","CYP11B1, CYP17A1"
"1686","SID-7969543","Steroidogenic factor antagonist","NR5A1"
"1687","ketoconazole","Sterol demethylase inhibitor","AR, CYP19A1, CYP21A2, KCNA10"
"1688","lanoconazole","Sterol demethylase inhibitor",NA
"1689","posaconazole","Sterol demethylase inhibitor","CYP3A4"
"1690","sulconazole","Sterol demethylase inhibitor",NA
"1691","terconazole","Sterol demethylase inhibitor",NA
"1692","chlorpropamide","Sulfonylurea receptor 1","ABCC8, KCNJ10, KCNJ11"
"1693","repaglinide","Sulfonylurea receptor 1","ABCC8, KCNJ11, PPARG"
"1694","tyloxapol","Surfactant agent","LPL, NFKB2"
"1695","YM-155","Survivin inhibitor","BIRC5"
"1696","GS-9973","Syk inhibitor","SYK"
"1697","MNS-(3,4-Methylenedioxy-nitrostyrene)","Syk inhibitor","SRC, SYK"
"1698","PRT062070","Syk inhibitor","SYK"
"1699","PRT062607","Syk inhibitor","FGR, MAP3K9, SYK"
"1700","nelarabine","T cell inhibitor","POLA1"
"1701","D-4476","TGF beta receptor inhibitor","CSNK1A1, CSNK1D, TGFB1"
"1702","LY2109761","TGF beta receptor inhibitor","TGFBR1, TGFBR2"
"1703","LY364947","TGF beta receptor inhibitor","TGFBR1"
"1704","SB-431542","TGF beta receptor inhibitor","ACVR1C, TGFBR1"
"1705","SB-525334","TGF beta receptor inhibitor","TGFBR1"
"1706","adaprev","TGF beta receptor inhibitor","IGF2R, M6PR"
"1707","repsox","TGF beta receptor inhibitor","TGFBR1"
"1708","foretinib","TIE-2 kinase inhibitor","FLT1, FLT4, KDR, MET"
"1709","regorafenib","TIE-2 kinase inhibitor","ABL1, BRAF, DDR2, EPHA2, FGFR1, FGFR2, FLT1, FLT4, FRK, KDR, KIT, MAPK11, NTRK1, PDGFRA, PDGFRB, RAF1, RET, TEK"
"1710","vandetanib","TIE-2 kinase inhibitor","EGFR, EPHA1, EPHA10, EPHA2, EPHA3, EPHA4, EPHA5, EPHA6, EPHA7, EPHA8, EPHB1, EPHB2, EPHB3, EPHB4, EPHB6, ERBB2, ERBB3, ERBB4, FLT1, FLT4, KDR, PTK6, RET, SRC, TEK, VEGFA"
"1711","imiquimod","TLR inhibitor","TLR7, TLR8"
"1712","resatorvid","TLR inhibitor","TLR4"
"1713","resiquimod","TLR inhibitor","TLR7, TLR8"
"1714","OLDA","TRPV agonist","GPR119"
"1715","capsaicin","TRPV agonist","CFTR, TRPV1"
"1716","disulfiram","TRPV agonist","ALDH2, DBH"
"1717","evodiamine","TRPV agonist","TRPV1"
"1718","AM-404","TRPV antagonist","CNR1, CNR2, FAAH, TRPV1"
"1719","RN-1734","TRPV antagonist","TRPV4"
"1720","SB-366791","TRPV antagonist","TRPV1"
"1721","FK-888","Tachykinin antagonist","TACR1, TACR2"
"1722","SB-218795","Tachykinin antagonist","TACR3"
"1723","E7449","Tankyrase 1/2 inhibitor","PARP1, PARP2, TNKS, TNKS2"
"1724","BIBR-1532","Telomerase inhibitor","TERT"
"1725","costunolide","Telomerase inhibitor",NA
"1726","amprolium","Thiamine uptake blocker",NA
"1727","quinethazone","Thiazide diuretic","CA1, CA2, SLC12A1, SLC12A2, SLC12A3"
"1728","eltrombopag","Thrombopoietin receptor agonist","MPL"
"1729","ramatroban","Thromboxane A2 receptor antagonist","PTGDR2, TBXA2R"
"1730","torasemide","Thromboxane receptor antagonist","SLC12A1"
"1731","tipiracil","Thymidine phosphorylase inhibitor","TYMP"
"1732","5-fluorouracil","Thymidylate synthase inhibitor","DPYD, TYMS"
"1733","capecitabine","Thymidylate synthase inhibitor","TYMS"
"1734","carmofur","Thymidylate synthase inhibitor","TYMS"
"1735","doxifluridine","Thymidylate synthase inhibitor","TYMS"
"1736","floxuridine","Thymidylate synthase inhibitor","TYMS"
"1737","ftorafur","Thymidylate synthase inhibitor","TYMS"
"1738","raltitrexed","Thymidylate synthase inhibitor","FPGS, TYMS"
"1739","trifluridine","Thymidylate synthase inhibitor","TYMS"
"1740","sobetirome","Thyroid hormone receptor agonist","THRA, THRB"
"1741","protirelin","Thyrotropin releasing hormone receptor agonist","TRHR"
"1742","taltirelin","Thyrotropin releasing hormone receptor agonist","TRHR"
"1743","protirelin","Thyrotropin-releasing hormone receptor agonist","TRHR"
"1744","taltirelin","Thyrotropin-releasing hormone receptor agonist","TRHR"
"1745","proflavine-hemisulfate","Topical anesthetic","F2"
"1746","10-hydroxycamptothecin","Topoisomerase inhibitor","TOP1"
"1747","SN-38","Topoisomerase inhibitor","TOP1"
"1748","TAS-103","Topoisomerase inhibitor","TOP1"
"1749","amonafide","Topoisomerase inhibitor","TOP2A, TOP2B"
"1750","amsacrine","Topoisomerase inhibitor","KCNH2, TOP2A"
"1751","beta-lapachone","Topoisomerase inhibitor","TOP1"
"1752","camptothecin","Topoisomerase inhibitor","TOP1"
"1753","daunorubicin","Topoisomerase inhibitor","TOP2A, TOP2B"
"1754","dexrazoxane","Topoisomerase inhibitor","TOP2A, TOP2B"
"1755","doxorubicin","Topoisomerase inhibitor","TOP2A"
"1756","epirubicin","Topoisomerase inhibitor","CHD1, TOP2A"
"1757","etoposide","Topoisomerase inhibitor","TOP2A, TOP2B"
"1758","etoposide-phosphate","Topoisomerase inhibitor","TOP2A"
"1759","exatecan-mesylate","Topoisomerase inhibitor","TOP1"
"1760","fleroxacin","Topoisomerase inhibitor",NA
"1761","genz-644282","Topoisomerase inhibitor","TOP1"
"1762","idarubicin","Topoisomerase inhibitor","TOP2A"
"1763","irinotecan","Topoisomerase inhibitor","TOP1, TOP1MT"
"1764","licochalcone-a","Topoisomerase inhibitor","PTPN1"
"1765","mitoxantrone","Topoisomerase inhibitor","TOP2A"
"1766","nemorubicin","Topoisomerase inhibitor","TOP1, TOP2A"
"1767","rubitecan","Topoisomerase inhibitor","TOP1"
"1768","teniposide","Topoisomerase inhibitor","TOP2A, TOP2B"
"1769","topotecan","Topoisomerase inhibitor","TOP1, TOP1MT"
"1770","valrubicin","Topoisomerase inhibitor","TOP2A"
"1771","voreloxin","Topoisomerase inhibitor","TOP2A"
"1772","octopamine","Trace amine associated receptor agonist","F10, TAAR1"
"1773","butamben","Transient receptor potential cation channel subfamily A member 1 inhibitor",NA
"1774","butamben","Transient receptor potential cation channel subfamily V member 4 inhibitor",NA
"1775","XBD173","Translocator protein agonist","TSPO"
"1776","maprotiline","Tricyclic antidepressant","ADRA1A, ADRA1B, ADRA1D, ADRA2A, ADRA2B, ADRA2C, CHRM1, CHRM2, CHRM3, CHRM4, CHRM5, DRD2, HRH1, HTR2A, HTR2C, HTR7, SLC6A2"
"1777","telotristat-ethyl","Tryptophan 5-hydroxylase inhibitor","TPH1"
"1778","telotristat-ethyl","Tryptophan hydroxylase inhibitor","TPH1"
"1779","ABT-751","Tubulin inhibitor","TUBB"
"1780","BNC105","Tubulin inhibitor",NA
"1781","CYT-997","Tubulin inhibitor","TUBB"
"1782","KX2-391","Tubulin inhibitor","SRC"
"1783","albendazole","Tubulin inhibitor","TUBA1A, TUBB, TUBB4B"
"1784","cabazitaxel","Tubulin inhibitor","TUBA4A, TUBB, TUBB1"
"1785","colchicine","Tubulin inhibitor","GLRA1, GLRA2, TUBA1A, TUBA1B, TUBA1C, TUBA3C, TUBA3D, TUBA3E, TUBA4A, TUBB, TUBB1, TUBB2A, TUBB2B, TUBB3, TUBB4A, TUBB4B, TUBB6, TUBB8"
"1786","combretastatin-A-4","Tubulin inhibitor",NA
"1787","docetaxel","Tubulin inhibitor","BCL2, MAP2, MAP4, MAPT, NR1I2, TUBB, TUBB1"
"1788","dolastatin-10","Tubulin inhibitor","TUBB"
"1789","epothilone-b","Tubulin inhibitor","TUBA1A, TUBA1B, TUBA1C, TUBA3C, TUBA4A, TUBA8, TUBB, TUBB1, TUBB3, TUBB4A, TUBB4B"
"1790","epothilone-d","Tubulin inhibitor","TUBA1A, TUBA1B, TUBA1C, TUBA3C, TUBA4A, TUBA8, TUBB, TUBB1, TUBB3, TUBB4A, TUBB4B"
"1791","fenbendazole","Tubulin inhibitor","TUBB"
"1792","flubendazole","Tubulin inhibitor","TUBB"
"1793","fosbretabulin","Tubulin inhibitor","CDH5"
"1794","indibulin","Tubulin inhibitor",NA
"1795","ixabepilone","Tubulin inhibitor","TUBA1A, TUBA1B, TUBA1C, TUBA3C, TUBA3D, TUBA3E, TUBA4A, TUBB, TUBB1, TUBB2A, TUBB2B, TUBB3, TUBB4A, TUBB4B, TUBB6, TUBB8"
"1796","mebendazole","Tubulin inhibitor","TUBA1A, TUBB, TUBB4B"
"1797","nocodazole","Tubulin inhibitor","HPGDS"
"1798","oxibendazole","Tubulin inhibitor","TUBB, TUBB4B"
"1799","paclitaxel","Tubulin inhibitor","BCL2, MAP2, MAP4, MAPT, NR1I2, TLR4, TUBB, TUBB1"
"1800","parbendazole","Tubulin inhibitor","TUBB"
"1801","plinabulin","Tubulin inhibitor",NA
"1802","podophyllotoxin","Tubulin inhibitor","IGF1R, TOP2A, TUBA4A, TUBB"
"1803","taltobulin","Tubulin inhibitor",NA
"1804","verubulin","Tubulin inhibitor","TUBB"
"1805","vinblastine","Tubulin inhibitor","JUN, TUBA1A, TUBB, TUBD1, TUBE1, TUBG1"
"1806","vincristine","Tubulin inhibitor","TUBA4A, TUBB"
"1807","vindesine","Tubulin inhibitor","TUBB, TUBB1"
"1808","vinflunine","Tubulin inhibitor",NA
"1809","vinorelbine","Tubulin inhibitor","TUBA1A, TUBA1B, TUBA1C, TUBA3C, TUBA3D, TUBA3E, TUBA4A, TUBB, TUBB1, TUBB2A, TUBB2B, TUBB3, TUBB4A, TUBB4B, TUBB6, TUBB8"
"1810","caffeic-acid","Tumor necrosis factor production inhibitor","ALOX5, MIF"
"1811","pomalidomide","Tumor necrosis factor production inhibitor","CRBN, PTGS2, TNF"
"1812","roquinimex","Tumor necrosis factor production inhibitor",NA
"1813","CPI-1189","Tumor necrosis factor release inhibitor","TNF"
"1814","monobenzone","Tyrosinase inhibitor","TYR"
"1815","rucinol","Tyrosinase inhibitor","TYR"
"1816","AMG-208","Tyrosine kinase inhibitor","MET"
"1817","GTP-14564","Tyrosine kinase inhibitor","CSF1R, FLT3, KIT, PDGFRB"
"1818","aminopurvalanol-a","Tyrosine kinase inhibitor","CDK1, CDK2, CDK5, CDK6"
"1819","dasatinib","Tyrosine kinase inhibitor","ABL1, ABL2, BLK, EPHA2, FGR, FRK, FYN, HCK, KIT, LCK, LYN, PDGFRB, SRC, SRMS, STAT5B, YES1"
"1820","hypericin","Tyrosine kinase inhibitor",NA
"1821","tivantinib","Tyrosine kinase inhibitor","MET"
"1822","tyrphostin-A9","Tyrosine kinase inhibitor",NA
"1823","tyrphostin-AG-99","Tyrosine kinase inhibitor","EGFR"
"1824","BVT-948","Tyrosine phosphatase inhibitor","PTPN1, PTPN11, PTPN2"
"1825","bis(maltolato)oxovanadium(IV)","Tyrosine phosphatase inhibitor","PTPN1"
"1826","sodium-stibogluconate","Tyrosine phosphatase inhibitor","PTPN6, TOP1"
"1827","gilteritinib","Tyrosine-protein kinase receptor UFO inhibitor","FLT3"
"1828","ONC201","Unknown","TNFSF10"
"1829","acipimox","Unknown","HCAR2"
"1830","ammonium-lactate","Unknown","HCAR1"
"1831","artemisinin","Unknown","CYP2B6"
"1832","artesunate","Unknown",NA
"1833","benzocaine","Unknown","SCN10A"
"1834","bephenium-hydroxynaphthoate","Unknown",NA
"1835","bisacodyl","Unknown",NA
"1836","cetylpyridinium","Unknown",NA
"1837","chlorquinaldol","Unknown",NA
"1838","clobutinol","Unknown",NA
"1839","dequalinium","Unknown","KCNN1, KCNN3"
"1840","dienogest","Unknown","PGR"
"1841","dihydroartemisinin","Unknown",NA
"1842","ingenol-mebutate","Unknown","PRKCA, PRKCB, PRKCD, PRKCE, PRKCG"
"1843","mesna","Unknown",NA
"1844","napabucasin","Unknown","STAT3"
"1845","piperacetazine","Unknown",NA
"1846","podophyllotoxin","Unknown","IGF1R, TOP2A, TUBA4A, TUBB"
"1847","sulfabenzamide","Unknown",NA
"1848","triclabendazole","Unknown","DNMT1"
"1849","trometamol","Unknown","AMD1, CANT1, DCN, NEIL1, VEGFA"
"1850","vincamine","Unknown","CHRM1, CHRM2, CHRM3, CHRM4"
"1851","oxonic-acid","Uricase inhibitor",NA
"1852","4-chlorophenylguanidine","Urokinase inhibitor","PLAUR"
"1853","SB-657510","Urotensin receptor antagonist","UTS2R"
"1854","thiomersal","Used in vaccines","OXCT1"
"1855","fosbretabulin","VE-cadherin antagonist","CDH5"
"1856","AEE788","VEGF receptor inhibitor","EGFR, ERBB2, ERBB4, FGFR2, FGFR3, KDR"
"1857","BMS-690514","VEGF receptor inhibitor","EGFR, ERBB2, FLT3, KDR"
"1858","ENMD-2076","VEGF receptor inhibitor","AURKA, FLT3, KDR, PDGFRA, PTK2, SRC"
"1859","OSI-930","VEGF receptor inhibitor","KDR, KIT"
"1860","RAF265","VEGF receptor inhibitor","BRAF"
"1861","axitinib","VEGF receptor inhibitor","CSF1, FLT1, FLT4, KDR, PLK4"
"1862","cediranib","VEGF receptor inhibitor","CSF1R, FLT1, FLT3, FLT4, KDR, KIT, PDGFRA, PDGFRB"
"1863","dovitinib","VEGF receptor inhibitor","CSF1R, EGFR, FGFR1, FGFR2, FGFR3, FLT1, FLT3, FLT4, INSR, KDR, KIT, PDGFRA, PDGFRB"
"1864","foretinib","VEGF receptor inhibitor","FLT1, FLT4, KDR, MET"
"1865","golvatinib","VEGF receptor inhibitor","KDR, MET"
"1866","linifanib","VEGF receptor inhibitor","CSF1, CSF1R, FLT1, FLT3, FLT4, KDR, KIT, PDGFRB, RET, TEK"
"1867","lucitanib","VEGF receptor inhibitor","FGFR1, FLT1, KDR, KIT, PDGFRA, PDGFRB, RET"
"1868","midostaurin","VEGF receptor inhibitor","FLT3, PRKCG"
"1869","motesanib","VEGF receptor inhibitor","FLT1, FLT4, KDR, KIT"
"1870","orantinib","VEGF receptor inhibitor","AURKA, AURKB, EGFR, FGFR1, FGFR2, KDR, PDGFRA, PDGFRB"
"1871","regorafenib","VEGF receptor inhibitor","ABL1, BRAF, DDR2, EPHA2, FGFR1, FGFR2, FLT1, FLT4, FRK, KDR, KIT, MAPK11, NTRK1, PDGFRA, PDGFRB, RAF1, RET, TEK"
"1872","semaxanib","VEGF receptor inhibitor","FGFR1, FLT1, KDR, KIT, PDGFRA, PDGFRB, RET"
"1873","telatinib","VEGF receptor inhibitor","KDR"
"1874","tivozanib","VEGF receptor inhibitor","FLT1, FLT4, KDR, KIT, PDGFRA, PDGFRB"
"1875","vandetanib","VEGF receptor inhibitor","EGFR, EPHA1, EPHA10, EPHA2, EPHA3, EPHA4, EPHA5, EPHA6, EPHA7, EPHA8, EPHB1, EPHB2, EPHB3, EPHB4, EPHB6, ERBB2, ERBB3, ERBB4, FLT1, FLT4, KDR, PTK6, RET, SRC, TEK, VEGFA"
"1876","vatalanib","VEGF receptor inhibitor","EGFR, FLT1, FLT4, KDR, PDGFRB"
"1877","capsaicin","Vanilloid receptor opener","CFTR, TRPV1"
"1878","mozavaptan","Vasopressin V2 receptor antagonist","AVPR1A, AVPR1B, AVPR2"
"1879","mozavaptan","Vasopressin receptor antagonist","AVPR1A, AVPR1B, AVPR2"
"1880","alfacalcidol","Vitamin D receptor agonist","CYP27B1, VDR"
"1881","calcitriol","Vitamin D receptor agonist","VDR"
"1882","cholecalciferol","Vitamin D receptor agonist","VDR"
"1883","doxercalciferol","Vitamin D receptor agonist","VDR"
"1884","ercalcitriol","Vitamin D receptor agonist","VDR"
"1885","maxacalcitol","Vitamin D receptor agonist","VDR"
"1886","niacin","Vitamin D receptor agonist","DGAT2, HCAR1, HCAR2, HCAR3, NNMT, QPRT"
"1887","paricalcitol","Vitamin D receptor agonist","VDR"
"1888","riboflavin","Vitamin D receptor agonist","BLVRB, RFK"
"1889","tacalcitol","Vitamin D receptor agonist","VDR"
"1890","thiamine","Vitamin D receptor agonist","SLC19A2, SLC19A3, TPK1"
"1891","warfarin","Vitamin D receptor agonist","VKORC1"
"1892","BI-2536","Wee/Plk inhibitor","BRD4, PLK1, PLK2, PLK3"
"1893","GSK461364","Wee/Plk inhibitor","PLK1"
"1894","GW-843682X","Wee/Plk inhibitor","PLK1, PLK3"
"1895","HMN-214","Wee/Plk inhibitor","PLK1"
"1896","MK-1775","Wee/Plk inhibitor","WEE1"
"1897","NMS-1286937","Wee/Plk inhibitor","FLT3, PLK1, PLK2, PLK3"
"1898","rigosertib","Wee/Plk inhibitor","PLK1"
"1899","volasertib","Wee/Plk inhibitor","PLK1"
"1900","ICG-001","Wnt signaling inhibitor","CTNNB1"
"1901","KY02111","Wnt signaling inhibitor","DKK1"
"1902","GDC-0152","XIAP inhibitor","BIRC2, BIRC3, BIRC7, XIAP"
"1903","LCL-161","XIAP inhibitor","BIRC2, XIAP"
"1904","birinapant","XIAP inhibitor","BIRC2, XIAP"
"1905","embelin","XIAP inhibitor","XIAP"
"1906","idronoxil","XIAP inhibitor","ENOX2, SPHK1"
"1907","AZD2014","mTOR inhibitor","MTOR"
"1908","AZD8055","mTOR inhibitor","MTOR"
"1909","BGT226","mTOR inhibitor","MTOR, PIK3CA, PIK3CB, PIK3CG"
"1910","GDC-0349","mTOR inhibitor","PIK3CA"
"1911","GDC-0980","mTOR inhibitor","FGR, MAP3K9, MTOR, PIK3CA, PIK3CB, PIK3CD, PIK3CG, SYK"
"1912","GSK2126458","mTOR inhibitor","MTOR, PIK3CA, PIK3CB, PIK3CD, PIK3CG"
"1913","LY3023414","mTOR inhibitor","MTOR"
"1914","LY303511","mTOR inhibitor","BRD2, BRD3, BRD4"
"1915","MLN0128","mTOR inhibitor","MTOR, PIK3CA, PIK3CD, PIK3CG"
"1916","NVP-BEZ235","mTOR inhibitor","ATR, MTOR, PIK3CA, PIK3CD, PIK3CG"
"1917","OSI-027","mTOR inhibitor","MTOR"
"1918","PF-04691502","mTOR inhibitor","MTOR, PIK3CA"
"1919","PF-05212384","mTOR inhibitor","MTOR, PIK3CA"
"1920","PI-103","mTOR inhibitor","MTOR, PIK3CA, PIK3CB, PIK3CD, PIK3CG, PRKDC"
"1921","PKI-179","mTOR inhibitor","MTOR"
"1922","PP242","mTOR inhibitor","MTOR, PASK"
"1923","SB-2343","mTOR inhibitor","MTOR, PIK3CA, PIK3CB, PIK3CD, PIK3CG"
"1924","WAY-600","mTOR inhibitor","MTOR"
"1925","WYE-125132","mTOR inhibitor","MTOR"
"1926","WYE-354","mTOR inhibitor","MTOR"
"1927","XL388","mTOR inhibitor","MTOR"
"1928","deforolimus","mTOR inhibitor","MTOR"
"1929","everolimus","mTOR inhibitor","MTOR"
"1930","ku-0063794","mTOR inhibitor","MTOR"
"1931","palomid-529","mTOR inhibitor","MTOR"
"1932","sirolimus","mTOR inhibitor","FGF2, FKBP1A, MTOR"
"1933","temsirolimus","mTOR inhibitor","MTOR"
"1934","torin-1","mTOR inhibitor","MTOR"
"1935","torin-2","mTOR inhibitor","MTOR"
"1936","voxtalisib","mTOR inhibitor","MTOR, PIK3CA"
"1937","TAK-715","p38 MAPK inhibitor","MAPK14"
"1938","VX-702","p38 MAPK inhibitor","MAPK11, MAPK12, MAPK14"
"1939","regorafenib","p38 MAPK inhibitor","ABL1, BRAF, DDR2, EPHA2, FGFR1, FGFR2, FLT1, FLT4, FRK, KDR, KIT, MAPK11, NTRK1, PDGFRA, PDGFRB, RAF1, RET, TEK"
"1940","talmapimod","p38 MAPK inhibitor","MAPK11, MAPK14"
